Código;Descrição;Unidade de Medida;Familia;Foto ou Imagem
500140;CONTROLADOR AUT TEMP REAL;PC;MATERIAL GERAL;500140.jpg
500151;RELIGADOR,630A 15,5KV 12,5KA 3F SUCATA;UN;SUCATA;500151.jpg
500163;REGULADOR , 7,62KV, 167KVA, 219A, 1F-REC;PC;REGULADORES;500163.jpg
500164;REGULADOR, 7,62KV, 250KVA, 328A, 1F-REC;PC;REGULADORES;500164.jpg
500165;REGULA,7,62KV,167KVA,219A,1F-À RECUPERAR;PC;REGULADORES;500165.jpg
500166;REGULA,7,62KV,250KVA,328A,1F-À RECUPERAR;PC;REGULADORES;500166.jpg
500167;RELIGADOR,400A-15,5KV-8KA-3F-À RECUPERAR;PC;RELIGADORES;500167.jpg
500168;REG TENSÃO,1F,D,7,62,438A,333kVA,ET39;UN;REGULADORES;500168.jpg
500171;REGULADOR,8KV,100KVA,125A,1F-REC;UN;REGULADORES;500171.jpg
500172;REGULADOR,7,62KV,416KVA,546A,1F-REC;PC;REGULADORES;500172.jpg
500173;REGULADOR,7,62KV,509KVA,668A,1F- REC;PC;REGULADORES;500173.jpg
500174;REGULADOR,19,92KV,667KVA,335A,1F-REC;PC;REGULADORES;500174.jpg
500175;REGULADOR,7,62KV,833KVA,1093A,1F-REC;PC;REGULADORES;500175.jpg
500176;REGULADOR,19,92KV,333KVA,167A,1F-REC;PC;REGULADORES;500176.jpg
500181;REGULADOR, TENSAO AUTOMATICO MONO,SUCATA;PZ;REGULADORES;500181.jpg
500186;REG,TEN,1F,7,96KV,300A,239KVA,E-MT008R02;PC;REGULADORES;500186.jpg
500274;REGULADOR, TENSAO, MONOF 167KVA  79(SUC);1;SUCATA;500274.jpg
500276;REG,TENSÃO,7,62KV,167KVA,219A,1F,SUCATA;PZ;REGULADORES;500276.jpg
510126;MED,ELET AMOSTRAL,15-120A,120/120V,3E4F;EA;MEDIDOR;510126.jpg
510128;MED,ELET AMOSTRAL,15-120A,120/120V,2E3F;UN;MEDIDOR;510128.jpg
510131;MED,ELET AMOSTRAL,15-120A,120/120V,1E2F;UN;MEDIDOR;510131.jpg
510133;MED,ELET AMOSTRAL,15-100A,120/127V,1E2F;UN;MEDIDOR;510133.jpg
510136;MED,ELET AMOSTRAL,15-120A,120V/127,2E3F;UN;MEDIDOR;510136.jpg
510137;MED,ELET AMOSTRAL,15-120A,120V/127,3E4F;EA;MEDIDOR;510137.jpg
510200;SWITCH TIPO I,10 PORTAS, 125 VCC,199.27;EA;DIVERSOS;510200.jpg
510203;SWITCH TIPO II,16 PORTAS, 125 VCC,199.27;EA;DIVERSOS;510203.jpg
510207;SWITCH TIPO IV,24 PORTAS,125 VCC,199.27;EA;DIVERSOS;510207.jpg
510406;MEDIDOR DIV TIPOS INSERVIVEL-NO ESTADO;KG;MEDIDORES INSERVÍVEIS;510406.jpg
510407;CHAVE DE AFERIÇÃO  DQN-2024 R.1;PC;MATERIAL GERAL ESPECIAL;510407.jpg
510416;MÓDULO DE CONTROLE LEITURA - VS 02 ;PC;MATERIAL GERAL;510416.jpg
510421;CJT 3 ELEM.TRANSF.MED.MT-20A-PM-1939;PC;CJT MEDIÇÃO;510421.jpg
510422;TERMINAL LEITURA INDIV-120V-RF-LCD-5-6DG;PC;MATERIAL GERAL;510422.jpg
510423;MEDIDOR SAGA1500-1642-C1N-2X3C C/DISPLAY;PC;MEDIDOR;510423.jpg
510431;VECTOR 4 GD BIFASICO;UN;MEDIDORES INSERVÍVEIS;510431.jpg
510441;DISPLAY REMOTO;PC;MATERIAL GERAL;510441.jpg
510444;CONCENTRADOR SECUND. TRIF. 120V CS9701;PC;CONCENTRADOR;510444.jpg
510446;MEDIDOR ELETR SAGA2000-E650 IND-RF EXT;PC;MEDIDOR;510446.jpg
510452;MEDIDOR ELECTRONI 3F 30(200)A S/ DISPLAY;PC;MEDIDOR;510452.jpg
510455;MED,ELET,GD,MONO,15-100A,120V,2H,1E,60HZ;PC;MEDIDOR;510455.jpg
510456;MED,ELET,GD,TRI,15-120A,120V,3E,4F, 60HZ;PC;MEDIDOR;510456.jpg
510457;CONCENTRADOR PRIMÁRIO - FASE III;PC;CONCENTRADOR;510457.jpg
510458;CS SGP+MIIITRI 210.120V S/MMRF;PC;CONCENTRADOR;510458.jpg
510459;TLI -  TERMINAL DE LEITURA INDIVIDUAL FASE III;PC;MEDIDOR;510459.jpg
510460;E650-1E4-8601-A5N-2X4C+CJ RS C410;PC;MEDIDOR;510460.jpg
510461;E650-1R2-8602-B5N-2X4C+CJ RF C410;PC;MEDIDOR;510461.jpg
510462;MEDIDOR,E13,MONOFASICO;PC;MEDIDOR;510462.jpg
510463;E13.B - CJ MED 120 V 50/60HZ - SGPM3 AMPLA;PC;MEDIDOR;510463.jpg
510464;E13.T - CJ MED 120V 50/60HZ - SGPM3 AMPLA;PC;MEDIDOR;510464.jpg
510481;MODULO DE MEDIDA MONOFASICO ELSTER;PC;MEDIDOR;510481.jpg
510482;MEDIDOR PARA BALANÇOENERGÉTICO;PC;MEDIDOR;510482.jpg
510490;MEDIDOR BALANÇO ENERGÉTICO TRI - DIRETO;PC;MEDIDOR;510490.jpg
510502;MEDIDOR ELETRON MULTIF 4F LCD 4F 2-3E;PC;MEDIDOR;510502.jpg
510511;CONCENTRADOR SECUND,TRIF,120V,CS9701 REC;PC;CONCENTRADOR;510511.jpg
510514;CONCENTRADOR SECUND,TRIF,120V,(A REC);PC;CONCENTRADOR;510514.jpg
510523;CJT3 ELEM.TRANS.MED.MT,50/100,PM-1939 I5;PC;CJT MEDIÇÃO;510523.jpg
510524;CJT 3 ELEM.TRANSF.MED.MT-400PM-1939;PC;CJT MEDIÇÃO;510524.jpg
510546;MED ELETR, 1F,ACT15,100A,120V,2H,1E,60HZ;PC;MEDIDOR;510546.jpg
510559;MEDIDOR POLIF ATIV /REATIV,0,5-S/DISPLAY;PC;MEDIDOR;510559.jpg
510561;MED,ELET,3F,45-280V,2,5-10A,C0,5,DY,E179;UN;MEDIDOR;510561.jpg
510570;MEDIDOR ELETR BIF,MED DIR,15(120)A,120V;PC;MEDIDOR;510570.jpg
510571;MEDIDOR ELET. TRIFASICO 3 ELE 4 FIOS;PC;MEDIDOR;510571.jpg
510574;MEDIDOR POLIF INT ATIVA-REATIVA-ION8600;PC;MEDIDOR;510574.jpg
510576;MEDIDOR ENERGIA - ION7650- 10MB;CX;MEDIDOR;510576.jpg
510598;MEDIDOR TRIFASICO 120-240 V (2-5-10 A);PC;MEDIDOR;510598.jpg
510599;MEDIDOR ELETRONICO TRIFASICO 2-5-10A;PC;MEDIDOR;510599.jpg
510662;CJ CAIXA CPU CS SGP+MIII TRIF 120V PRO;PC;MEDIDOR;510662.jpg
510663;CJ RADIO CS SGP+MIII - 915MHZ;PC;MEDIDOR;510663.jpg
510673;TERMINAL PERIFÉRICO TELECONTROLE-TPT2020;UN;TELECONTROLE;510673.jpg
510679;MEDIDOR DE ENERGIA ION 8650C SUCATA;UN;MEDIDORES INSERVÍVEIS;510679.jpg
510688;MED ELETR, 1F,ACT15,100A,120V - SUCATA;UN;MEDIDORES INSERVÍVEIS;510688.jpg
510689;MED,ELET,GD,TRI,15-120A,120V, - SUCATA;UN;MEDIDORES INSERVÍVEIS;510689.jpg
510690;MEDIDOR 3 FASES ELETROMEC.-4FIOS - SUCAT;UN;MEDIDORES INSERVÍVEIS;510690.jpg
510692;MEDIDOR ELECTRONI 3F ACT/REAC30(200)A - SUC;UN;MEDIDORES INSERVÍVEIS;510692.jpg
510693;MEDIDOR ELETR BIF,MED DIR,15(120A) - SUC;UN;MEDIDORES INSERVÍVEIS;510693.jpg
510694;MEDIDOR ELETR SAGA2000-E650 IND RF - SUC;UN;MEDIDORES INSERVÍVEIS;510694.jpg
510695;MEDIDOR ELETR TRIF,MED DIR,15(120)A - SU;UN;MEDIDORES INSERVÍVEIS;510695.jpg
510696;MEDIDOR ELETRONICO TRIFASICO 2,5-10A -SU;UN;MEDIDORES INSERVÍVEIS;510696.jpg
510697;MEDIDOR ENERGIA ATIVA,TRIF,15 - SUCATA;UN;MEDIDORES INSERVÍVEIS;510697.jpg
510698;MEDIDOR TRIFASICO 120-240 V (2,5-10A) - SUC;UN;MEDIDORES INSERVÍVEIS;510698.jpg
510699;MEDIDOR, KWH POLIF 3 ELEM 3 FA 4 FI - SU;UN;MEDIDORES INSERVÍVEIS;510699.jpg
510700;MEDIDOR,ELETR,POLIF,E650,DIR - SUCATA;UN;MEDIDORES INSERVÍVEIS;510700.jpg
510701;MEDIDOR,ELETR,POLIF,E650,IND - SUCATA;UN;MEDIDORES INSERVÍVEIS;510701.jpg
510721;CONTROLE,RELIGADOR,127/220V-SUCATA;UN;SUCATA;510721.jpg
510729;CJT 3 ELEM.TRANSF .MED.MT,10A -R -SUCATA;PEÇ;SUCATA;510729.jpg
510730;CJT 3 ELEM.TRANSF .MED.MT,15A -R- SUCATA;PEÇ;SUCATA;510730.jpg
510735;CJT3 ELEM.TRANS.MED.MT,50/100 - SUC;UN;PADRÃO;510735.jpg
510746;MED ENERG ATIVA,BIF,15-120A,SEM M,SUCATA;PZ;MEDIDORES INSERVÍVEIS;510746.jpg
510747;MED ENERG ATIVA,TRIF,15-120A,SEM ,SUCATA;PZ;MEDIDORES INSERVÍVEIS;510747.jpg
510752;MED EL TRIF,MED DIR,15(120)A,120V,SUCATA;PZ;MEDIDORES INSERVÍVEIS;510752.jpg
510757;CONJ TRANSFORM,MEDIÇÃO,MT PM1939 ,SUCATA;PC;CJT MEDIÇÃO;510757.jpg
510760;MED,E13,BIFÁSICO,SUCATA;UN;MEDIDORES INSERVÍVEIS;510760.jpg
510761;MED,E13,MONOFASICO,SUCATA;UN;MEDIDORES INSERVÍVEIS;510761.jpg
510762;MED,E13,TRIFÁSICO,SUCATA;UN;MEDIDORES INSERVÍVEIS;510762.jpg
510768;MEDIDOR, KWH POLIF 2 ELEM 3 FIOS-SUCATA;UN;MEDIDORES INSERVÍVEIS;510768.jpg
510769;MEDIDOR,KWH MONO 1 ELEM 2FIOS - SUCATA;UN;MEDIDORES INSERVÍVEIS;510769.jpg
510771;MED,GD,BIF,15-120A,120V,2E,4F,E-EM-004;PC;MEDIDOR;510771.jpg
510780;MED ELET GERDIST,TRI 30-200A,120V,3E,4F;PC;MEDIDOR;510780.jpg
510783;MED,ELET BRANC,15-120A,120V,2E,3F E-EM-0;PC;MEDIDOR;510783.jpg
510784;MED,ELET BRANC 15-100A,120V,1E,2F E-E;PC;MEDIDOR;510784.jpg
510789;MED,ELET BRANC,15-120A,120V,3E,4F E-EM04;PC;MEDIDOR;510789.jpg
510835;CJT 3 ELEM.TRANSF.MED.MT150/200PM-1939;PC;CJT MEDIÇÃO;510835.jpg
510837;RGDAT A70/C RELE PROT E IND FALLA CAB AE;PC;TELECONTROLE;510837.jpg
510852;Med. Eletr.15-120A,120V,3E,4F-TB 199.59;PI;MEDIDOR;510852.jpg
510853;PAINEL MEDICAO P/SE,8PTS,SAGA1000/SL7000;PC;MEDIDOR;510853.jpg
510855;UNIDADE TERMINAL REMOTA;PC;MATERIAL GERAL;510855.jpg
510866;CONC PRIM S/MOD 120V,CP9701 FASE 2 RECUP;ES;CONCENTRADOR;510866.jpg
510867;CONC PRIM S/MOD 120V,CP9701 FASE2(A REC);PC;CONCENTRADOR;510867.jpg
510870;PRENSA - CABO FIXELE 1;PC;MATERIAL GERAL;510870.jpg
510883;FLASH TEST / HIPOT;UN;FERRAMENTAS;510883.jpg
510890;REMOTA,100-240V,3G,GRUPO A.;UN;DIVERSOS;510890.jpg
510903;Med. Eletr.15-120A,120V,3E,4F-GD 199.59;UN;MEDIDOR;510903.jpg
510905;Med. Eletr.15-120A,120V,3E,4F- 199.59;PI;MEDIDOR;510905.jpg
510906;Med. Eletr.30-200A,120V,3E,4F- Sem Displ;PI;MEDIDOR;510906.jpg
510907;Med. Eletr.30-200A,120V,3E,4F-199.59 -DR;PI;MEDIDOR;510907.jpg
510908;Med. Eletr.15-120A,120V,2E,3F-TB 199.59;PI;MEDIDOR;510908.jpg
510909;Med. Eletr.15-120A,120V,2E,3F-GD 199.59;UN;MEDIDOR;510909.jpg
510910;Med. Eletr.15-120A,120V,2E,3F- 199.59;PI;MEDIDOR;510910.jpg
510915;Med. Eletr.15-100A,120V,1E,2F-GD 199.59;UN;MEDIDOR;510915.jpg
510918;Med. Eletr.15-100A,120V,1E,2F- 199.59;PI;MEDIDOR;510918.jpg
510921;Med.Eletr.2,5/5 -10/20A,120/240V,3E4F-TB;PI;MEDIDOR;510921.jpg
510927;MED AMOS:2,5/5 -10/20A-120/240V-3E/4F FO;CDA;MEDIDOR;510927.jpg
510928;MED,ELET AMOSTRAL,30-200A,120/240V,3E,4F;CDA;MEDIDOR;510928.jpg
510932;Display remoto med. gr A -PM-Br 199.67.1;CDA;MEDIDOR;510932.jpg
510936;SISTEMA, MED, EXTERN, BLIND, BT, 199.60;CDA;FERRAMENTAS;510936.jpg
510937;BLIND, TERMIN, SECUND, TRANSF,CC,199.60;CDA;FERRAMENTAS;510937.jpg
510938;ATENUADORES , ANTENAS E REPETIDOR - BT0;EA;MEDIDOR;510938.jpg
510976;Conj. Med BE 200A - GPRS PM-Br 199.81;EA;CJT MEDIÇÃO;510976.jpg
511139;TERMINAL LEITURA 120V S/P1;PC;MATERIAL GERAL ESPECIAL;511139.jpg
511198;MED ELETR SAGA2000-E650 DIR,RF EX,SUCATA;PC;MEDIDORES INSERVÍVEIS;511198.jpg
511224;MEDIDOR ELECTRONI 3F 30(200)A S/DSP- SUC;UN;MEDIDORES INSERVÍVEIS;511224.jpg
520015;INFLADOR PORTÁTIL PARA LUVAS ISOLANTES /;UN;FERRAMENTAS;520015.jpg
520018;ALICATE WATTIMETRO;EA;FERRAMENTAS;520018.jpg
520019;PADRÃO DE ENERGIA PARA CALIBRAÇÃO DE 3 METROS;EA;FERRAMENTAS;520019.jpg
520021;SEQUENCÍMETRO, FASÍMETRO PORTATIL 100-60;EA;FERRAMENTAS;520021.jpg
520022;AMPERÍMETRO DIGITAL FORK TESTER C/ ADAPT;EA;FERRAMENTAS;520022.jpg
520041;Localizador de Falhas com Reflectometria;UN;FERRAMENTAS;520041.jpg
520044;Equipamento de Identificação de Cabos de;UN;FERRAMENTAS;520044.jpg
520109;MOSTRADOR REMO SAGA 1000-1500 AC127V;PC;MEDIDOR;520109.jpg
520176;ANALISADOR, TENSAO, DIGITAL PORTATI;UN;FERRAMENTAS;520176.jpg
520177;ANALISADOR, GRANDEZAS ELET, DIGITAL;UN;FERRAMENTAS;520177.jpg
520206;ANALISADOR DESVIO REGISTRO 3F 90/240V;UN;MATERIAL GERAL;520206.jpg
520207;ANALISADOR DESVIO REGISTRO 3F 90-480V;UN;MATERIAL GERAL;520207.jpg
520219;MULTIMETRO, VOLT-AMP-OHM-FREQ-CAP-T;UN;FERRAMENTAS;520219.jpg
520391;PONTA PROVA, ALTA TENSÃO P/ MULT E-E077;UN;FERRAMENTAS;520391.jpg
520413;MALETA INSPEC TT-100 TESTE TRAFO 127V;UN;FERRAMENTAS;520413.jpg
520420;SUC MED ELETR BR 100A,120V,1E,2F E-EM04;UN;MEDIDORES INSERVÍVEIS;520420.jpg
520421;SUC MED ELETR BR 100A,120V,3E,4F E-EM04;UN;MEDIDORES INSERVÍVEIS;520421.jpg
520431;SUC MED ELETR BR 120A,120V,2E,3F E-EM0;UN;MEDIDORES INSERVÍVEIS;520431.jpg
520432;SUCATA MED ELETR GD 1F 100A,120V,2H,1E;UN;MEDIDORES INSERVÍVEIS;520432.jpg
520433;SUCATA MED ELET GERD,TRI 200A,120V,3E,4F;UN;MEDIDORES INSERVÍVEIS;520433.jpg
520434;SUCATA MED ELET MULTIF 4F LCD 4F 2-3E ;UN;MEDIDORES INSERVÍVEIS;520434.jpg
520435;SUCATA MEDIDOR ION 8600;UN;MEDIDORES INSERVÍVEIS;520435.jpg
520437;SUCATA MEDIDOR SL 7000;UN;MEDIDORES INSERVÍVEIS;520437.jpg
520438;SUCATA MED ELET CORE,1F,15(120)A,120V;UN;MEDIDORES INSERVÍVEIS;520438.jpg
520443;AMPERIMETRO,ALTA TENSAO,SENSOR LINK C/ D;UN;FERRAMENTAS;520443.jpg
530073;CONJ,MED,CXA DUPLA,15KV,3EL,20/5A,ET-;PC;CJT MEDIÇÃO;530073.jpg
530074;CONJ,MED,CXA DUPLA,15KV,3EL,200/5A,ET-89;PC;CJT MEDIÇÃO;530074.jpg
530075;CONJ,MED,CXA DUPLA,15KV,3EL,100/5A,ET-89;PC;CJT MEDIÇÃO;530075.jpg
530076;CONJ,MED,CXA DUPLA,15KV,3EL,15/5A,ET-;PC;CJT MEDIÇÃO;530076.jpg
530077;CONJ,MED,CXA DUPLA,15KV,3EL,10/5A,ET-;UN;CJT MEDIÇÃO;530077.jpg
530078;CONJ,MED,CXA DUPLA,15KV,3EL,50/5A,ET-89;PC;CJT MEDIÇÃO;530078.jpg
530208;CONJ,MED,CXADUPLA,15KV,3EL,200/5A,D19080;PI;CJT MEDIÇÃO;530208.jpg
530209;CONJ,MED,CXADUPLA,15KV,3EL,100/5A,D19080;PI;CJT MEDIÇÃO;530209.jpg
530211;CONJ,MED,CXA DUPLA,15KV,3EL,50/5A,D19080;PI;CJT MEDIÇÃO;530211.jpg
530213;CONJ,MED,CXA DUPLA,15KV,3EL,20/5A,D19080;PI;CJT MEDIÇÃO;530213.jpg
530214;CONJ,MED,CXA DUPLA,15KV,3EL,15/5A,D19080;PI;CJT MEDIÇÃO;530214.jpg
530215;CONJ,MED,CXA DUPLA,15KV,3EL,10/5A,D19080;PI;CJT MEDIÇÃO;530215.jpg
530227;CONJ,MED,CXADUPLA,15KV,3EL,500/5A,D19080;PI;CJT MEDIÇÃO;530227.jpg
530263;CONJ,MED,CXSIMPLES,15KV,3EL,15/5A,D19080;UN;CJT MEDIÇÃO;530263.jpg
530265;CONJ,MED,CXSIMPLES,15KV,3EL,10/5A,D19080;EA;PADRÃO;530265.jpg
530268;CONJ,MED,CXSIMPLES,15KV,3E,100/5A,D19080;UN;CJT MEDIÇÃO;530268.jpg
530280;CONJ,MED,CXSIMPLES,15KV,3EL,50/5A,D19080;UN;CJT MEDIÇÃO;530280.jpg
531327;TRANSF,DISTR MONO/BI,3/10KVA,INSERVIVEL;PC;TRANSFORMADORES SUCATA;531327.jpg
531330;CAIXA P/TRANSFORMADOR CORRENTE DQN-2081;PC;CAIXAS;531330.jpg
531337;CJT 3 ELEM. TRANSF. MED. MT- 15-5A-PM-1939 R3;PC;CJT MEDIÇÃO;531337.jpg
531340;TP,11,5KV/R3-115V,0,3P50,INT,PMBR11401.0;UN;TRANSFORMADORES DE POTÊNCIA;531340.jpg
531341;TP 34,5-36,2 KV 60 HZ USO INTERNO;UN;TRANSFORMADORES DE POTÊNCIA;531341.jpg
531388;SUPOR,TRAFO POSTE CIRC.210MM DED-0050 I1;PC;FERRAGEM;531388.jpg
531389;SUPOR,TRAFO POSTE CIRC.255MM-DED0050 I3;PC;FERRAGEM;531389.jpg
531391;TC 400-5A - 0,6KV DQN 2021 I.3;PC;TRANSFORMADORES DE CORRENTE;531391.jpg
531392;TC 10-5A 15KV I.4 PMA-111.02.2;PC;TRANSFORMADORES DE CORRENTE;531392.jpg
531393;TC  20-5A  15KV  DQN-2022 I.6 R2;PC;TRANSFORMADORES DE CORRENTE;531393.jpg
531395;TC 200-5A 0,6KV DQN-2021 I.1;PC;TRANSFORMADORES DE CORRENTE;531395.jpg
531398;TC 30-5A 15KV I.7 PMA-111.02.2;PC;TRANSFORMADORES DE CORRENTE;531398.jpg
531400;TC 100-5A  15KV DQN-2022 I.11 R2;PC;TRANSFORMADORES DE CORRENTE;531400.jpg
531403;TC USO EXTERNO, 800/1600-5-5A;PC;TRANSFORMADORES DE CORRENTE;531403.jpg
531404;TC 15-5A  15KV  DQN-2022 I.5 R2;PC;TRANSFORMADORES DE CORRENTE;531404.jpg
531405;TC 50-5A 15KV I.9 PMA-111.02.2;PC;TRANSFORMADORES DE CORRENTE;531405.jpg
531410;TC 300-5A 0,6KV DQN-2021 I.2;PC;TRANSFORMADORES DE CORRENTE;531410.jpg
531412;TC 600-5A - 0,6KV DQN-2021 I.4;PC;TRANSFORMADORES DE CORRENTE;531412.jpg
531417;TRANSFORMADOR, POTENCIAL INDUTIVO, USO E-6772534;PC;TRANSFORMADORES DE POTÊNCIA;531417.jpg
531418;TP 72,5KV,69000/R3 115-115/R3,A11,ESE005;PC;TRANSFORMADORES DE POTÊNCIA;531418.jpg
531421;TC  500-5A  15KV  DQN-2022 I.15 R2;PC;TRANSFORMADORES DE CORRENTE;531421.jpg
531423;TC 40-5A  15KV DQN-2022 I.8 R2;PC;TRANSFORMADORES DE CORRENTE;531423.jpg
531424;TP 11500-115V  15KV DQN-2023 I.2;PC;TRANSFORMADORES DE POTÊNCIA;531424.jpg
531431;TP SECO,300KVA,PM-2165 I1;PC;TRANSFORMADORES DE POTÊNCIA;531431.jpg
531432;TRAFO,SECO,3F,500KVA,13800/220V,D0088;PR;TRANSFORMADORES NOVOS;531432.jpg
531435;TC 200A-5A 0,6KV JANELA-PM-2188 I1;PC;TRANSFORMADORES DE CORRENTE;531435.jpg
531437;TC 400A-5A 0,6KV JANELA-PM-2188 I3;PC;TRANSFORMADORES DE CORRENTE;531437.jpg
531439;TP, 11,4/13,5KV-230V EX D115.01.0 SUCATA;PC;TRANSFORMADORES SUCATA;531439.jpg
531448;CX BLIN,BUCH,BT,TRAF TRI,PM2213 I5 R.2;PC;MATERIAL GERAL;531448.jpg
531455;TC 69-72,5 KV 60 HZ 80:1 USO EXTERNO;PC;TRANSFORMADORES DE CORRENTE;531455.jpg
531458;TP 145KV,138000/R3-115/115/R3,A14,ESE005;PC;TRANSFORMADORES DE POTÊNCIA;531458.jpg
531459;TP 72,5KV,69000/R3-115/115/R3,A13,ESE005;PC;TRANSFORMADORES DE POTÊNCIA;531459.jpg
531460;TP 36KV,115-115:v3V,EXT., A14,E-SE-007;UN;TRANSFORMADORES DE POTÊNCIA;531460.jpg
531461;TP,13,8KV/R3-115V,0,3P50,INT,PMBR11401.0;UN;TRANSFORMADORES DE POTÊNCIA;531461.jpg
531507;TC 145KV,1200-5-5-5A,A9,ESE005;PC;TRANSFORMADORES DE CORRENTE;531507.jpg
531557;TC,17,5kV,2000/1000/500-5-5A,A5,ESE007;PC;TRANSFORMADORES DE CORRENTE;531557.jpg
531564;TC,145KV,2000/1000-5-5-5-5A,A17,ESE005;PC;TRANSFORMADORES DE CORRENTE;531564.jpg
531565;TP,17,5KV,USO EXTERNO,TIPO GSCT004/1;UN;TRANSFORMADORES DE POTÊNCIA;531565.jpg
531577;TP, 11,4/13,5KV-230V EXT. D115.01.0;PC;TRANSFORMADORES DE POTÊNCIA;531577.jpg
531581;SUPOR,TRAFO,POSTE CIRC,330MM,TP1,D421.01;UN;FERRAGEM;531581.jpg
531603;TC,36KV,75/150-5A,TIPO A17,E-SE-007;PC;TRANSFORMADORES DE CORRENTE;531603.jpg
531604;TC,36KV,50/100/200-5-5A,A16,E-SE-007;PC;TRANSFORMADORES DE CORRENTE;531604.jpg
531740;CONJ,MED,CXA DUPLA,15KV,3EL,10/5A,ET-;PC;CJT MEDIÇÃO;531740.jpg
531741;CONJ,MED,CXA DUPLA,15KV,3EL,15/5A,ET-;PC;CJT MEDIÇÃO;531741.jpg
531743;CONJ,MED,CXA DUPLA,15KV,3EL,50/5A,ET-89;PC;CJT MEDIÇÃO;531743.jpg
531744;CONJ,MED,CXA DUPLA,15KV,3EL,100/5A,ET-89;PC;CJT MEDIÇÃO;531744.jpg
531745;CONJ,MED,CXA DUPLA,15KV,3EL,200/5A,ET-89;PC;CJT MEDIÇÃO;531745.jpg
531747;CONJ,MED,CXA DUPLA,15KV,3EL,20/5A,ET-;PC;CJT MEDIÇÃO;531747.jpg
531748;CJT 3 ELEM.TRANSF.MED.MT,500A;PZ;CJT MEDIÇÃO;531748.jpg
531923;TC,145KV,2X300/200-1-1A,A3,ESE005;UN;TRANSFORMADORES DE CORRENTE;531923.jpg
540141;TERMOVISOR,INSP TERMOGR,MT/BT,D14302;UN;FERRAMENTAS;540141.jpg
540142;DINAMOMETRO,CIRCULAR,500KG,SUBDIVISAO O5;UN;FERRAMENTAS;540142.jpg
550096;DETECTOR DE GÁS SF6-IR-LEAK S/N 06303;UN;FERRAMENTAS;550096.jpg
550103;HIPSOMETRO L5 15-103-1030 S/N 50053;UN;FERRAMENTAS;550103.jpg
580055;MODEM TELEMETRIA DADOS;UN;MATERIAL GERAL;580055.jpg
580066;MODULO COMUNICACAO DISJ FUSESAVER 3AD8;UN;MATERIAL GERAL ESPECIAL;580066.jpg
580088;IMPRESSORA MOVEL P/ FATURAMENTO IMEDIATO;PZ;FERRAMENTAS;580088.jpg
580092;MONITOR REMOTO DE RAMAL D143.10.0;PC;MATERIAL GERAL;580092.jpg
580099;BATERIA P/COLETORES FATURAMENTO IMEDIATO;UN;BATERIA;580099.jpg
600028;ALÇA,PREF,ACO,COBERTO,185MM2,35KV,D7301;PZ;MATERIAL GERAL;600028.jpg
600029;ALÇA,PREF,ACO,COBERTO,95MM2,25KV,D730.14;PZ;DIVERSOS;600029.jpg
600034;ALICATE,COMPRESSAO,HIDRAULICO CABOS10-50;UN;FERRAMENTAS;600034.jpg
600035;"ALICATE,CORTE,DIAGONAL 150 MM (6"") ";;;600035.jpg
600265;BRACO,TIPO L,34,5KV,600MM,D456.01;PZ;FERRAGEM;600265.jpg
600272;BROCA, HELICOIDAL, PARALELA VIDIA 6;UN;FERRAMENTAS;600272.jpg
600281;BROCA,HEL,PARALELA 8 MM(5/16 POL);UN;FERRAMENTAS;600281.jpg
600361;CABO,ALUMÍNIO,COBERTO,XLPE\HDPE,95MM²,35;M;CABO;600361.jpg
600463;CARRINHO,DE MAO CH 18,1 R,PNEU C/CAMA;UN;FERRAMENTAS;600463.jpg
600514;CHAVE, FENDA SIMPLES, HASTE RED NAO;UN;FERRAMENTAS;600514.jpg
600529;"CHAVE,FENDA SIMP,4X150 MM -5/32X6""";UN;FERRAMENTAS;600529.jpg
600541;CINTA,AMARRACAO CARGA,C/CATRAC 50MMX5 4T;UN;EPI/EPC;600541.jpg
600782;ESCOVA, FIOS DE ACO LIMPEZA 280X 25;UN;FERRAMENTAS;600782.jpg
600788;ESPAÇ,LOSAN,RC,34,5KV,INST SOLO,D53001;UN;PVC;600788.jpg
600926;600926;RLL;PADRÃO;600926.jpg
600943;FURADEIRA,DE IMPACTO SEM FIO,3 VELOC,0-3;UN;FERRAMENTAS;600943.jpg
600959;GERADOR,PORTÁTIL,6.5KVA,220/127V,D11201;UN;GERADORES;600959.jpg
600962;GRADE,POCO DE DRENAGEM,REDE DE DIST SUB;UN;FERRAMENTAS;600962.jpg
601072;LACO,LAT,DUPLO,ACO,CAA,266,8MM2,D730140;PC;FERRAMENTAS;601072.jpg
601079;LAMINA,SERRA MANUAL,ACO,13 X 300 MM 18;UN;FERRAMENTAS;601079.jpg
601119;LIMA, CHATA MURÇA AÇO ESPECIAL DE A;UN;FERRAMENTAS;601119.jpg
601120;LIMA,MEIA CANA,MURSA, 6 POL;UN;FERRAMENTAS;601120.jpg
601233;MARRETA;UN;FERRAMENTAS;601233.jpg
601513;POSTE,FIBRA VIDRO,12M,2000DAN,D307.01;PZ;POSTE DE FIBRA;601513.jpg
601667;SERRA, CIRCULAR, ACO RAPIDO, COPO 5;UN;FERRAMENTAS;601667.jpg
601668;SERRA,CIRCULAR,ACO RAPIDO,190MM,FUR;UN;FERRAMENTAS;601668.jpg
