Código	Descrição	Unidade de Medida	Familia	Foto
850681	DETECTOR TENSAO C/SINAL SON/LUM 1000VAC	UN	FERRAMENTAS	850681.jpeg
850682	FITA SINALIZAÇÃO 220.15.0	M	MATERIAL GERAL	850682.jpeg
850684	SERRA, PODAR GALHOS LINHA VIVA, C/E	UN	FERRAMENTAS	850684.jpeg
850685	BOTINA,COURO,C/CAD,N°41,HSE-19-0131-EDGO	PAR	EPI/EPC	850685.jpeg
850687	BOTINA,COURO,C/CAD,N°36,HSE-19-0131-EDGO	UN	EPI/EPC	850687.jpeg
850696	CINTURAO,SEG TIP PARA-QUED,N2,HSE-19-128	UN	EPI/EPC	850696.jpeg
850697	CONJUNTO,EQUIP. RESGATE AEREO,HSE-19-128	CJT	EPI/EPC	850697.jpeg
850699	PERNEIRA, SEGURANCA, P/USO AREAS RU	PAR	EPI/EPC	850699.jpeg
850700	CORDA,SEMIEST,30M,11MM,LARANJA,ET-HS-128	M	FERRAMENTAS	850700.jpeg
850703	LUVA SEG AT BORR,8,0" CL2 17KV,HSE20-216	PAR	EPI/EPC	850703.jpeg
850714	CONJ ATERRAMENTO PARA VEÍCULO	UN	FERRAMENTAS	850714.jpeg
850716	COBERTURA,ISOL,FLEX,17KV CL 2	UN	FERRAMENTAS	850716.jpeg
850723	SUPER CONE, SINALIZAÇÃO VIÁRIA	UN	EPI/EPC	850723.jpeg
850724	SENSOR FADIGA MOTORISTA I-VUE D10 TENS	CDA	FERRAMENTAS	850724.jpeg
850725	GARRA WALL	UN	FERRAMENTAS	850725.jpeg
850726	GANCHO PARA BOLSA DE FERRAMENTA TIPO CAN	CDA	FERRAMENTAS	850726.jpeg
850732	Lençol de borracha isolante de 15kv inte	UN	FERRAMENTAS	850732.jpeg
850734	PLACA DE SINALIZAÇÃO "ATENÇÃO - HOMENS T	UN	EPI/EPC	850734.jpeg
850737	BOTINA,COURO,C/CAD,N°46	PAR	EPI/EPC	850737.jpeg
850738	CAMISA,RETARDANTE-CHAMA,LONG XGG	EA	UNIFORME	850738.jpeg
850739	CALCA,RETARD-CHAMA, TAM XGG	EA	UNIFORME	850739.jpeg
850740	PLACA DE ADVERTÊNCIA (SINALIZAÇÃO PARA P	UN	EPI/EPC	850740.jpeg
850743	SINALIZADOR LUMINOSO PARA CONE	UN	EPI/EPC	850743.jpeg
850745	DETECTOR AUSENCIA TENSAO 1-40KV	CDA	FERRAMENTAS	850745.jpeg
850750	CALÇO, PARA POSTE TIPO 2, - MAT-OMBR-NOMC	EA	MATERIAL GERAL	850750.jpeg
850751	CALÇO, PARA POSTE TIPO 1, - MAT-OMBR-NOM	EA	DIVERSOS	850751.jpeg
850752	PROT BORR LENÇOL C/ VELCRO CL 0 450X1000	EA	FERRAMENTAS	850752.jpeg
850755	BOTINA MANOBREIRO, TAM 35, ET-HS-131	PAR	EPI/EPC	850755.jpeg
850758	BOTINA MANOBREIRO, TAM 46, ET-HS-131	PAR	EPI/EPC	850758.jpeg
850759	BOTINA MANOBREIRO, TAM 45, ET-HS-131	PAR	EPI/EPC	850759.jpeg
850760	BOTINA MANOBREIRO, TAM 44, ET-HS-131	PAR	EPI/EPC	850760.jpeg
850761	BOTINA MANOBREIRO, TAM 43, ET-HS-131	PAR	EPI/EPC	850761.jpeg
850762	BOTINA MANOBREIRO, TAM 42, ET-HS-131	PAR	EPI/EPC	850762.jpeg
850763	BOTINA MANOBREIRO, TAM 41, ET-HS-131	PAR	EPI/EPC	850763.jpeg
850764	BOTINA MANOBREIRO, TAM 40, ET-HS-131	PAR	EPI/EPC	850764.jpeg
850765	BOTINA MANOBREIRO, TAM 39, ET-HS-131	PAR	EPI/EPC	850765.jpeg
850766	BOTINA MANOBREIRO, TAM 38, ET-HS-131	PAR	EPI/EPC	850766.jpeg
850767	BOTINA MANOBREIRO, TAM 37, ET-HS-131	PAR	EPI/EPC	850767.jpeg
850768	BOTINA MANOBREIRO, TAM 36, ET-HS-131	PAR	EPI/EPC	850768.jpeg
850789	CONJUNTO RESGATE CESTO AÉREO,ET-HS-128	EA	EPI/EPC	850789.jpeg
850792	BALACLAVA FR, ABA,TAM M,ET-HS-113	EA	EPI/EPC	850792.jpeg
850793	BALACLAVA FR, ABA,TAM G,ET-HS-113	PC	EPI/EPC	850793.jpeg
850802	COLETE REFLETIVO COR LARANJA TAM G	EA	EPI/EPC	850802.jpeg
850803	COLETE REFLETIVO COR LARANJA TAM M	EA	EPI/EPC	850803.jpeg
850805	FITA SINALIZAÇÃO IMANTADA ROTA DE FUGA	EA	EPI/EPC	850805.jpeg
850806	FITA SINALIZACAO COM RECOLHEDOR, LARANJA	EA	MATERIAL GERAL	850806.jpeg
850807	PROTETOR AUDITIVO,3 FLANGES,COM CORDAO	UN	EPI/EPC	850807.jpeg
850808	COLETE REFLETIVO COR LARANJA TAM P	EA	EPI/EPC	850808.jpeg
850809	CALÇA MALHA FR, RISCO 2,TAM P, ET-HS-55	EA	EPI/EPC	850809.jpeg
850810	CALÇA MALHA FR, RISCO 2, TAM G, ET-HS-55	EA	EPI/EPC	850810.jpeg
850812	JAQUETA FR, RISCO 2,TAM PET-HS-55	EA	EPI/EPC	850812.jpeg
850813	JAQUETA FR, RISCO 2,TAM M ET-HS-55	EA	EPI/EPC	850813.jpeg
850814	CALÇA MALHA FR, RISCO 2, TAM GG, ET-HS-5	EA	EPI/EPC	850814.jpeg
850815	JAQUETA FR, RISCO 2,TAM G ET-HS-55	EA	EPI/EPC	850815.jpeg
850816	CALÇA MALHA FR, RISCO 2,TAM M, ET-HS-55	EA	EPI/EPC	850816.jpeg
850853	PROTETOR FACIAL,CA 46765,LEDAN,ET-HS-311	EA	PADRÃO	850853.jpeg
850880	JAQUETA FR, RISCO 2,TAM GGET-HS-55	EA	EPI/EPC	850880.jpeg
850886	JAQUETA FR, RISCO 2,TAM XGET-HS-55	EA	EPI/EPC	850886.jpeg
850962	JOGO,CHAVE SOQUETE12-32POL	UN	FERRAMENTAS	850962.jpeg
850968	BANDEIROLA,SINALIZLARANJA FOSF40x30cm	PC	EPI/EPC	850968.jpeg
850979	CHAVE ALLEN (JOGO)	PZ	FERRAMENTAS	850979.jpeg
850998	CARNEIRA CAPAC MAXTGARD MSA PEBD CATR	UN	EPI/EPC	850998.jpeg
851010	CASACO CINZA S/RETARD. P-44-46 EMS 78	UN	EPI/EPC	851010.jpeg
851011	CASACO CINZA S/RETARD. M-48-50 EMS 78	UN	EPI/EPC	851011.jpeg
851012	CASACO CINZA S/RETARD. G-52-54 EMS 78	UN	EPI/EPC	851012.jpeg
851013	CASACO CINZA S/RETARD. GG-56-58 EMS 78	UN	EPI/EPC	851013.jpeg
851014	CAMISA SEM RETARDANTE CHAMAS Nº 03 EMS74	PC	UNIFORME	851014.jpeg
851015	CAMISA SEM RETARDANTE CHAMAS Nº 04 EMS74	PC	UNIFORME	851015.jpeg
851016	CAMISA SEM RETARDANTE CHAMAS Nº 05 EMS74	PC	UNIFORME	851016.jpeg
851017	CAMISETA POLO M/C MASC. GOLA POLO C/ PE E CINZA GG	UN	UNIFORME	851017.jpeg
851018	LUVA DE BOR. ISOLANTE 7500KV TAM. 10,5	PAR	EPI/EPC	851018.jpeg
851023	PROTETOR SOLAR FATOR 60FPS C/REP 120G	UN	EPI/EPC	851023.jpeg
851038	CHAVE SEG,MED.CLIENTES GRUPO A,DQN-2009	PZ	MATERIAL DE SEGURANÇA	851038.jpeg
851045	MARCO,SINALIZAÇÃO,HORIZ,QUAD,RJ,D317.05	PZ	PVC	851045.jpeg
851046	SACOLA,VARA TELESCOPICA,7 EL,HSE-19-128	UN	FERRAMENTAS	851046.jpeg
851092	CINTA,AMARRACAO CARGA,C/CATRAC 50MMX9 4T	UN	EPI/EPC	851092.jpeg
860211	FITA ISOL.ELETRICA AT-0,76MM-19MMX10M	PC	MATERIAL GERAL FEFO	860211.jpeg
860333	FITA, ISOLANTE PLASTICA VINIL 0,18MMX19M	PC	MATERIAL GERAL FEFO	860333.jpeg
860337	SELO,SEGURANÇA,TIPO II,VERMELHO,D19044.0	PC	MATERIAL DE SEGURANÇA	860337.jpeg
860339	SELO,SEGURANÇA,TIPO II,LILÁS,D190.44.0	PC	MATERIAL DE SEGURANÇA	860339.jpeg
860342	FITA,ISOL,ADE,PRETA,19MMX20M,PM-BR220.01	RLL	MATERIAL GERAL	860342.jpeg
860343	FITA,ISOL,ADE,AZUL,19MMX20M,PM-BR220.01	RLL	MATERIAL GERAL	860343.jpeg
860344	FITA,ISOL,AUTOFUS,19MMX10M,PM-BR220.02	PC	MATERIAL GERAL	860344.jpeg
880002	BASTAO ISOL TALHA 32X 407MM	UN	FERRAMENTAS	880002.jpeg
880060	DESENGRIPANTE LUB. SPRAY 300ML	UN	FERRAMENTAS	880060.jpeg
880074	HIPORCLOR DICLORO ESTABILIZADO GRANULADO	KG	DIVERSOS	880074.jpeg
880075	ESTROPO, NYLON 800MM CARGA TRAB 454	UN	EPI/EPC	880075.jpeg
890014	CAMISA SOCIAL MASCULINA M/L AZUL P.:SEM GTIN	UN	UNIFORME	890014.jpeg
890015	CAMISA SOCIAL MASCULINA M/L AZUL M.:SEM GTIN	UN	UNIFORME	890015.jpeg
890016	CAMISA SOCIAL MASCULINA M/L AZUL G.:SEM GTIN	UN	UNIFORME	890016.jpeg
890018	CAMISA SOCIAL MASCULINA M/L AZUL GG.:SEM GTIN	UN	UNIFORME	890018.jpeg
890019	CAMISA SOCIAL MASCULINA M/L AZUL XG.:SEM GTIN	UN	UNIFORME	890019.jpeg
890036	CAMISETA POLO M/C MASC. GOLA POLO C/ PE E CINZA XG	UN	UNIFORME	890036.jpeg
890039	COLETE, FISCALIZACAO, BRIM LEVE, AZ	UN	EPI/EPC	890039.jpeg
890040	BARREIRA DE NEW JERSEY	UN	FERRAMENTAS	890040.jpeg
890041	CINTO OPERACIONAL MASCULINO ET HS 55	EA	FERRAMENTAS	890041.jpeg
890042	CAMISETA MALHA FR R2 ML TAM GG ET HS 55	EA	UNIFORME	890042.jpeg
890043	CAMISETA MALHA FR R2 ML TAM M  ET HS 55	EA	UNIFORME	890043.jpeg
890044	CAMISETA MALHA FR R2 ML TAM P ET HS 55	EA	EPI/EPC	890044.jpeg
890046	CAMISETA MALHA FR R2 ML TAM G ET HS 55	EA	UNIFORME	890046.jpeg
890047	CAMISETA MC ALGODAO TAM GG ET HS 55	EA	UNIFORME	890047.jpeg
890048	CAMISETA MC ALGODAO TAM M ET HS 55	EA	UNIFORME	890048.jpeg
890049	CAMISETA MC ALGODAO TAM P ET HS 55	EA	UNIFORME	890049.jpeg
890050	CAMISETA MC ALGODAO TAM G ET HS 55	EA	UNIFORME	890050.jpeg
890051	CAMISETA MALHA FR R2 ML TAM PP ET HS 55	EA	EPI/EPC	890051.jpeg
890053	JAQUETA MASC MFIBR CZ TAM 52/54	UN	EPI/EPC	890053.jpeg
910001	GARRAFA TÉRMICA _ LITROS 5 _ TRANSPORTE	UN	FERRAMENTAS	910001.jpeg
910003	MAT-HSEQ-HeS-21-0209-EDSP - Câmeras de M	EA	PADRÃO	910003.jpeg
910067	ENVELOPE,SACO ACONDICIONAMENTO MEDIDOR M	UN	MATERIAL DE SEGURANÇA	910067.jpeg
910099	ESCOVA, CABO E ESCOVA DUPLA EM FORM	UN	FERRAMENTAS	910099.jpeg
910109	CAVALETE	UN	FERRAGEM	910109.jpeg
910128	REFRIGERADOR, CAPACIDADE 310 L          	UN	MATERIAL GERAL	910128.jpeg
910180	GARRAFA, TERMICA, REVESTIMENTO PLAS	UN	DIVERSOS	910180.jpeg
910384	BINÓCULO VANGUARD 12X50MM	UN	FERRAMENTAS	910384.jpeg
910400	ENVELOPE SEG PP CRIS TARJA 405X485MM    	PC	MATERIAL DE SEGURANÇA	910400.jpeg
9900000068	PINCEL MARCADOR QUADRO BR AZ INDIV	UN	FERRAMENTAS	9900000068.jpeg
9900000190	APAGADOR QUADRO BRANCO PLASTICO AZ IND	UN	FERRAMENTAS	9900000190.jpeg
9900000194	TINTA, SPRAY COR PRETA	UN	FERRAMENTAS	9900000194.jpeg
9900000225	BATERIAS	UN	BATERIA	9900000225.jpeg
9900000277	PILHAS	UN	PADRÃO	9900000277.jpeg
9900000319	PINCEL MARCADOR QUADRO BR VM INDIV	UN	FERRAMENTAS	9900000319.jpeg
9900000320	PINCEL MARCADOR QUADRO BR PT INDIV	UN	FERRAMENTAS	9900000320.jpeg
9900000337	FILTRO DE PAPELÃO P/ ÓLEO 90MM	UN	FERRAMENTAS	9900000337.jpeg
9900000455	LOGO AMPLA 8,5 CM X 11 CM	PC	MATERIAL GERAL	9900000455.jpeg
9900000492	CARREGADOR PILHA AA-AAA BAT IMPUT 110VCA	UN	PADRÃO	9900000492.jpeg
9900000513	COLHER DE PEDREIRO	UN	FERRAMENTAS	9900000513.jpeg
9900000515	PRANCHETA DE MÃO	UN	FERRAMENTAS	9900000515.jpeg
9900000545	GERADORES DIESEL	UN	DIVERSOS	9900000545.jpeg
9900000658	CONECTOR DB9(LEITURA)	PC	MATERIAL GERAL	9900000658.jpeg
9900000760	VISEIRA PROT FACIAL-CL RISCO II	PC	EPI/EPC	9900000760.jpeg
9900000820	FITA ADESIVA	UN	PADRÃO	9900000820.jpeg
9900000824	ROLDANA LANC DE CONDUTORES DE MT E BT	UN	FERRAMENTAS	9900000824.jpeg
9900001140	BATERIA ESTENDIDA P/IMPRESSORA-FAT. IMED	UN	BATERIA	9900001140.jpeg
9900001510	TINTA SPRAY AMARELO	UN	FERRAMENTAS	9900001510.jpeg
9900001553	OLEO LUB. 15W 40/01LT.MOBIL	UN	FERRAMENTAS	9900001553.jpeg
9900002026	TALHADEIRA,ACO,25 X 150MM (1 X 6") 	PC	FERRAMENTAS	9900002026.jpeg
9900002499	CHAVE COMB JG 15PC PLA ACO CR 6-32MM	UN	FERRAMENTAS	9900002499.jpeg
9900002629	FITA SINALIZAÇÃO C/ CARRETEL 40MT	UN	EPI/EPC	9900002629.jpeg
9900002917	LED CLA60 PROCEL 8W 6500K 850lm BIV E27	PC	MATERIAL GERAL	9900002917.jpeg
9900002926	SISTEMA SCADA ELIPSE MICROREDES	UN	DIVERSOS	9900002926.jpeg
9900003503	TRENA DE FIBRA 20M	UN	FERRAMENTAS	9900003503.jpeg
9900003505	Serra copo 3/4"	PC	FERRAMENTAS	9900003505.jpeg
9900003573	TRIPE	UN	FERRAMENTAS	9900003573.jpeg
9900003878	COLETE REFLET TIPO FAIXA COR VERMELHA-FP	UN	EPI/EPC	9900003878.jpeg
9900004243	PERFURATRIZES HIDRÁULICAS COM BROCAS HEL	UN	FERRAMENTAS	9900004243.jpeg
9900004348	CAMERA,VEIC,P/MONIT,129X50X35MM,XDRIVEN	UN	MATERIAL DE SEGURANÇA	9900004348.jpeg
9900004416	ATERRAMENTO PARA VIATURA COM 7 METROS	UN	EPI/EPC	9900004416.jpeg
9900004417	BASTAO MOV POSTE TIRANTE 1200MM,NTS01-21	UN	FERRAMENTAS	9900004417.jpeg
9900004418	BASTAO TRACAO OLHAL/GANCHO,NTS 001-21HS	UN	FERRAMENTAS	9900004418.jpeg
9900004420	BASTAO GARRA FB VIDRO 38X2670MM,NTS01-21	UN	FERRAMENTAS	9900004420.jpeg
9900004421	BASTAO P/ TALHA E MOITAO C/ OLHAL 32X380MM ISOLANT	UN	FERRAMENTAS	9900004421.jpeg
9900004422	PA BICO ACO CARB 330X290MM,NTE-G-008-17	UN	FERRAMENTAS	9900004422.jpeg
9900004423	CAIXA FERRAM CACAMBA FIBR 500X170X185MM	UN	FERRAMENTAS	9900004423.jpeg
9900004424	ESTROPO POLIAMIDA 1200MM 670KGF	UN	FERRAMENTAS	9900004424.jpeg
9900004425	ESTROPO DE NYLON 500MM	UN	EPI/EPC	9900004425.jpeg
9900004427	DETECTOR DE AUSÊNCIA DE TENSÃO 5 A 40KV	UN	EPI/EPC	9900004427.jpeg
9900004428	COBERTURA FLEXÍVEL DE CONDUTOR DE 15KV, 70MM (MANG	UN	EPI/EPC	9900004428.jpeg
9900004429	COBERTURA BORRACHA TIPO MANGUEIRA CL4 C/CONECTOR 3	PC	FERRAMENTAS	9900004429.jpeg
9900004430	COBERT,ISO,CIR,30KV,CL3,150X300MM,NTS-22	UN	FERRAMENTAS	9900004430.jpeg
9900004432	COBERT,ISO,CIR,30KV,CL3,150X600MM,NTS-21	UN	FERRAMENTAS	9900004432.jpeg
9900004433	COBERT,ISO,RIG,30KV,CL3,150X1200MM,NTS21	UN	MATERIAL GERAL	9900004433.jpeg
9900004434	COBERTURA RIGIDA PARA CONDUTOR 24 KV LEAL (1525x39	PC	FERRAMENTAS	9900004434.jpeg
9900004435	CRUZETA,AUXILIAR,64MM X 2,83M,NTS001-21	UN	FERRAMENTAS	9900004435.jpeg
9900004436	LENCOL,ISOL,36KV,CL4,3ENTRALHES,NTS02-21	UN	EPI/EPC	9900004436.jpeg
9900004439	MOITAO TRIPL ALUM GANCHO 1/2 " 1589 KG	UN	FERRAMENTAS	9900004439.jpeg
9900004440	LENÇOL ISOLANTE	UN	EPI/EPC	9900004440.jpeg
9900004442	JUMPER C/GRAMPO RG3622-1 200A 4,6M	UN	FERRAMENTAS	9900004442.jpeg
9900004444	JUMPER C/GRAMPO RG3622-1 260A 4,6M	UN	DIVERSOS	9900004444.jpeg
9900004445	JUMPER C/GRAMPO RG3622-1 400A 4,6M	UN	FERRAMENTAS	9900004445.jpeg
9900004448	LENÇOL DE BORRACHA ISOLANTE DE 15 KV INTEIRO (CLAS	UN	EPI/EPC	9900004448.jpeg
9900004449	SINALIZ OBSTACULO FLASH AM 3V	UN	EPI/EPC	9900004449.jpeg
9900004450	CINTA AMARR CARGA PES LJ 1,0T	UN	EPI/EPC	9900004450.jpeg
9900004453	PONTEIRO SEXT C/EMPUNH 16X 254MM	UN	FERRAMENTAS	9900004453.jpeg
9900004454	CALCO BORR 400X280X80MM IND	UN	EPI/EPC	9900004454.jpeg
9900004456	TESTADOR FASES VOLT C/ESC 1-16KV,NTS8-21	UN	FERRAMENTAS	9900004456.jpeg
9900004481	SUPORTE DE BY-PASS	UN	EPI/EPC	9900004481.jpeg
9900004482	MASTRO ICAMENTO CARGA 1,83M 100-250DAN	UN	FERRAMENTAS	9900004482.jpeg
9900004483	COBERTURA RIGIDA PARA CONDUTOR 24 KV LEAL (1525x39	PC	FERRAMENTAS	9900004483.jpeg
9900004509	LENCOL ISOL BORR CL0 330X800MM,NTS002-21	UN	FERRAMENTAS	9900004509.jpeg
9900004686	SERRA LONGO ALCANCE HIDRAULICA	PZ	FERRAMENTAS	9900004686.jpeg
9900004815	KIT CONTENCAO EMERG AMBIENTAL ABSORV LIQ	JG	EPI/EPC	9900004815.jpeg
9900004833	MOTOSSERRA BATERIA 18V SABRE 250MM 2 BL1850B 1 DC1	PZ	FERRAMENTAS	9900004833.jpeg
9900004906	LENCOL ISOL BORR CL2 910X910X3MM,NTS2-21	UN	EPI/EPC	9900004906.jpeg
9900004918	LANTERNABATERIAP CAPACETELED	UN	FERRAMENTAS	9900004918.jpeg
9900005004	KIT COMPLETO MOTOSSERA ELÉTRICA 350mm	PZ	FERRAMENTAS	9900005004.jpeg
9900005031	COBERTURA RIGIDA PARA CONDUTOR 24KV C/ PRESILHA LE	PC	MATERIAL GERAL	9900005031.jpeg
9900005506	FERRAMENTA POLUX	UN	FERRAMENTAS	9900005506.jpeg
9900005512	KIT TRIPE ESTABILIZADOR PARA POSTE	UN	FERRAMENTAS	9900005512.jpeg
9900005515	SUPORTE DESCIDA AO SOLO-PONTO DE ANCORAG	PZ	FERRAMENTAS	9900005515.jpeg
9900005517	SUPORTE DESCIDA AO SOLO-PONTO DE SUSPENS	PZ	FERRAMENTAS	9900005517.jpeg
9900005518	SUPORTE COM ANEIS DE ANCORAGEM LE-5831 	PZ	FERRAMENTAS	9900005518.jpeg
9900005519	DINAMÔMETRO 500 DAN	PZ	FERRAMENTAS	9900005519.jpeg
9900005520	PRENSA TENSI CABO AÉREO (3X50 + 1X50MM²)	PZ	FERRAMENTAS	9900005520.jpeg
9900005521	TENSIONADOR PARA CABO DE AÇO LE-9731	PC	FERRAMENTAS	9900005521.jpeg
9900005523	DINAMÔMETRO 1000 DAN	PZ	FERRAMENTAS	9900005523.jpeg
9900005524	DINAMOMETRO DIGITAL 3000 daN LE-0731/3000	PZ	FERRAMENTAS	9900005524.jpeg
9900005525	PRENSA TENSI CABO AÉREO (3X95 + 1X50MM²)	PZ	FERRAMENTAS	9900005525.jpeg
9900005526	PRENSA TENSI CABO AÉREO (3X150 + 1X50MM²	PC	FERRAMENTAS	9900005526.jpeg
9900005527	SUPORTE GUIA PARA PONTO DE ANCORAGEM LE-2831 	PZ	FERRAMENTAS	9900005527.jpeg
9900005528	SUPORTE GUIA PARA PONTO DE SUSPENSAO LE-5731	PZ	FERRAMENTAS	9900005528.jpeg
9900005529	CAVALETE PARA LEVANTAMENTO DE BOBINAS 7 TON	PZ	FERRAMENTAS	9900005529.jpeg
9900005530	KIT PARA SEPARACAO DA ALMA DE ACO LE-0831 	PZ	FERRAMENTAS	9900005530.jpeg
9900005531	CAMISA PUXAMENTO DE CABO AÇO CARBO (35,95,150 MM²)	PC	FERRAMENTAS	9900005531.jpeg
9900005532	GUINCHO HIDRÁULICO	CJT	FERRAMENTAS	9900005532.jpeg
9900005533	GUINCHO MANUAL CORRENTE 1,5M CAP 1470 daN LE-4731 	PZ	FERRAMENTAS	9900005533.jpeg
9900005534	SUPORTE GUIA COM ROLDANAS MULTIPLAS LE-9631/M 	PZ	FERRAMENTAS	9900005534.jpeg
9900005535	SUPORTE GUIA COM ROLDANAS DUPLAS LE-9631/D 	PZ	FERRAMENTAS	9900005535.jpeg
9900005538	KIT PREPARACAO PARA CABOS LE-8631 	PZ	FERRAMENTAS	9900005538.jpeg
9900005541	CORDA PARA MOVIMENTAÇÃO DE CARGA ROLO	PZ	EPI/EPC	9900005541.jpeg
9900005749	KIT TEST/LOCAL CABO MOVEL MONT VEICULO	UN	FERRAMENTAS	9900005749.jpeg
9900007533	MOITAO,3 ROLD,1/2 POL,CAPACIDADE 900KGF	PAR	FERRAMENTAS	9900007533.jpeg
9900007667	LUVA, PROTECAO, TATO SERVICO LEVE,V	PAR	PADRÃO	9900007667.jpeg
9900007842	MULTÍMETRO DIGITAL	PC	FERRAMENTAS	9900007842.jpeg
9900007851	TRANSFORMADOR TOROID NOJA RC10-1135	UN	DIVERSOS	9900007851.jpeg
9900007996	Chave de Impacto 1/2 Pol  20 V DEWALT	UN	FERRAMENTAS	9900007996.jpeg
9900008055	ISOLANTE PARA CABOS BT DE ATE 35mm²	PZ	FERRAMENTAS	9900008055.jpeg
9900008493	PINO DE ATERRAMENTO TEMPORÁRIO	UN	FERRAMENTAS	9900008493.jpeg
9900008523	CARRINHO DE TRANSPORTE A BATERIA	C39	FERRAMENTAS	9900008523.jpeg
9900008524	ESTABILIZADOR TRIPÉ	C39	FERRAMENTAS	9900008524.jpeg
9900008526	FERRAMENTA HIDRAULICA MULTIFUNCIONAL	C39	FERRAMENTAS	9900008526.jpeg
9900008851	KIT DE INSERSOR (HASTE TERRA)	PZ	FERRAMENTAS	9900008851.jpeg
9900008958	PLACA MED 2 POS SMF ENC ALU 77X300MM	UN	MATERIAL GERAL	9900008958.jpeg
9900009307	Abraçadeira Porta Bandeira Simples	UN	FERRAMENTAS	9900009307.jpeg
9900009785	BOLSA PARA CAPACETE	UN	EPI/EPC	9900009785.jpeg
9900010325	TALCO INDUSTRIAL	KG	MATERIAL GERAL	9900010325.jpeg
9900010335	PRUMO	UN	FERRAMENTAS	9900010335.jpeg
9900010338	COBERTURA BORRACHA T MANGUEIRA 25,4x1372	UN	FERRAMENTAS	9900010338.jpeg
9900010470	SENSOR FADIGA I-VUE SE3 12/24V 70-110CM	UN	FERRAMENTAS	9900010470.jpeg
9900010976	OLEO DE MOTOSERRA	UN	MATERIAL GERAL ESPECIAL	9900010976.jpeg
9900011049	DESEMPENADEIRA PLAST LISA 17x30CM	UN	FERRAMENTAS	9900011049.jpeg
9900011270	CORRENTE PARA MOTOSSERRA DUC 254 MAKITA	UN	PADRÃO	9900011270.jpeg
9900011313	BATERIA ADICIONAL  P/ COLETOR TC56	12	BATERIA	9900011313.jpeg
9900011479	CABO,CONC,0.6/1.0,1x10+6 C,GSCC014/2 SUC	M	COND.ALUM.ISOLADO.SUCATA	9900011479.jpeg
9900011645	CHAVE PHILIPS 1/8X4" ISOL C/ PONTA MAG	UN	FERRAMENTAS	9900011645.jpeg
9900011646	CHAVE PHILIPS 3/16X3" ISOL C/ PONTA MAG	UN	FERRAMENTAS	9900011646.jpeg
9900011647	CHAVE PHILIPS 3/16X6" ISOL C/ PONTA MAG	UN	FERRAMENTAS	9900011647.jpeg
9900011648	CHAVE PHILIPS 1/4X4" ISOL C/ PONTA MAG	UN	FERRAMENTAS	9900011648.jpeg
9900011649	CHAVE PHILIPS 1/4X6" ISOL C/ PONTA MAG	UN	FERRAMENTAS	9900011649.jpeg
9900011650	CHAVE PHILIPS 5/16X6" ISOL C/ PONTA MAG	UN	FERRAMENTAS	9900011650.jpeg
9900011909	PINO P/ ISOLADOR 25KV M16X300X100MM	UN	FERRAGEM	9900011909.jpeg
9900011910	PINO P/ ISOLADOR 25KV M16X206X35MM	UN	FERRAGEM	9900011910.jpeg
9900012009	Módulo SIM-01 NOJA	UN	MATERIAL GERAL ESPECIAL	9900012009.jpeg
9900012105	BARRAMENTO DERIV 350MM² 8P	PEÇ	CONECTORES	9900012105.jpeg
9900012376	RECOLHEDOR P FITA DE SINALIZAÇÃO	UN	FERRAMENTAS	9900012376.jpeg
9900012407	CAMISA SOCIAL TAM P MASCULINO	UN	UNIFORME	9900012407.jpeg
9900012410	CONJUNTO RESGATE CESTO AÉREO	CJT	EPI/EPC	9900012410.jpeg
9900012418	CH. FENDA ISOL. 3/16"X6"	UN	FERRAMENTAS	9900012418.jpeg
9900012421	Ch. Fenda Isol. 5/16"X6"	UN	FERRAMENTAS	9900012421.jpeg
9900012422	Ch. Philips Isol. 1/8"X3"	UN	FERRAMENTAS	9900012422.jpeg
9900012423	Ch. Philips Isol. 1/4"X6"	UN	FERRAMENTAS	9900012423.jpeg
9900012425	CAMISA SOCIAL TAM M MASCULINO	UN	UNIFORME	9900012425.jpeg
9900012426	CAMISA SOCIAL TAM G MASCULINO	UN	UNIFORME	9900012426.jpeg
9900012427	CAMISA SOCIAL TAM GG MASCULINO	UN	UNIFORME	9900012427.jpeg
9900012428	CAMISA SOCIAL TAM EXG MASCULINO	UN	UNIFORME	9900012428.jpeg
9900012429	CASACO TAM P MASCULINO	UN	EPI/EPC	9900012429.jpeg
9900012430	CASACO TAM M MASCULINO	UN	EPI/EPC	9900012430.jpeg
9900012431	CASACO TAM G MASCULINO	UN	EPI/EPC	9900012431.jpeg
9900012432	CASACO TAM GG MASCULINO	UN	EPI/EPC	9900012432.jpeg
9900012433	CASACO TAM EXG MASCULINO	UN	EPI/EPC	9900012433.jpeg
9900012436	CAMISA SOCIAL TAM P FEMININO	UN	UNIFORME	9900012436.jpeg
9900012437	CAMISA SOCIAL TAM G FEMININO	UN	UNIFORME	9900012437.jpeg
9900012438	CAMISA SOCIAL TAM GG FEMININO	UN	UNIFORME	9900012438.jpeg
9900012439	CASACO TAM P FEMININO	UN	EPI/EPC	9900012439.jpeg
9900012440	CASACO TAM G FEMININO	UN	EPI/EPC	9900012440.jpeg
9900012518	KIT de calibração completo para detetcor	UN	FERRAMENTAS	9900012518.jpeg
9900012519	BOMBA ELÉTRICA DE AMOSTRAGEM ALTAIR	UN	FERRAMENTAS	9900012519.jpeg
