Código	Descrição	Unidade de Medida	Familia	Foto
780748	PORCA LIGA DE ALUMÍNIO, DED-1263 R2	PC	MATERIAL GERAL	780748.jpeg
780749	PINO CURTO ISOL.192X16MM RC DED1769 R.1	PC	FERRAGEM	780749.jpeg
780750	PARAF.CABEÇA ABAUL.LIGA AL.DED-1262 I1R2	PC	MATERIAL GERAL	780750.jpeg
780751	PARAF.CABEÇA ABAUL.LIGA AL.DED-1262 I2R2	PC	MATERIAL GERAL	780751.jpeg
780752	PARAF.CABEÇA ABAUL.LIGA AL.DED-1262 I3R2	PC	MATERIAL GERAL	780752.jpeg
780753	PARAF.CAB.ABAU.45X38X16MM,DED-0044 I1 R4	PC	FERRAGEM DIVERSOS	780753.jpeg
780754	PARAF.CAB.ABAU.70X60X16MM,DED-0044 I2 R4	PC	FERRAGEM DIVERSOS	780754.jpeg
780755	PARAF.CAB.ABAU.150X75X16MM,DED-0044 I3R4	PC	FERRAGEM	780755.jpeg
780756	PARAF.CAB.QUAD.50X35X16MM DED-0045 I1 R4	PC	FERRAGEM DIVERSOS	780756.jpeg
780757	PARAF.CAB.QUAD.AL 50X35X16MM DED-1261	PC	MATERIAL GERAL	780757.jpeg
780758	PARAF.CAB.QUA.125X80X16MM,DED-0045 I2 R4	PC	FERRAGEM	780758.jpeg
780759	PARAF.CAB.QUA.150X80X16MM,DED-0045 I3 R4	PC	FERRAGEM	780759.jpeg
780760	PARAF.CAB.QUAD.AL125X80X16MM DED-1261	PC	MATERIAL GERAL	780760.jpeg
780761	PARAF.CAB.QUA.200X120X16MM,DED-0045 I4R4	PC	FERRAGEM	780761.jpeg
780762	PARAF.CAB.QUA.250X170X16MM,DED-0045 I5R4	PC	FERRAGEM DIVERSOS	780762.jpeg
780763	PARAF.CAB.QUA.300X220X16MM,DED-0045 I6R4	PC	FERRAGEM DIVERSOS	780763.jpeg
780764	PARAF.CAB.QUA.350X270X16MM DED0045 I7 R4	PC	FERRAGEM DIVERSOS	780764.jpeg
780765	PARAF.CAB.QUA.400X320X16MM,DED-0045 I8R4	PC	FERRAGEM	780765.jpeg
780767	PARAF.CAB.QUAD AL150X80X16MM DED-1261	PC	MATERIAL GERAL	780767.jpeg
780768	PINO P/ISOLADOR, DED-1829 R.1	PC	FERRAGEM	780768.jpeg
780769	PARAF CAB QUAD AL 200X120X16MM DED-1261	PC	MATERIAL GERAL	780769.jpeg
780770	PARAF.CAB.QUAD.AL250X170X16MM DED-1261	PC	MATERIAL GERAL	780770.jpeg
780771	PORCA DE AÇO CARBONO, DED-0047 R.4	PC	MATERIAL GERAL	780771.jpeg
780772	PARAF.CAB.QUA. AL300X220X16MM DED-1261	PC	MATERIAL GERAL	780772.jpeg
780773	PARAF.CAB.QUA. AL 350X270X16MM DED-1261	PC	MATERIAL GERAL	780773.jpeg
780775	PARAFUSO, CABEÇA QUAD. LIGA AL 450X370X1	PC	MATERIAL GERAL	780775.jpeg
780776	PARAFUSO, CABEÇA QUAD. LIGA AL 500X420X1	PC	MATERIAL GERAL	780776.jpeg
780777	PARAFUSO, CABEÇA QUAD. LIGA AL 550X470X1	PC	MATERIAL GERAL	780777.jpeg
780779	PARAF ROSC DUPLA 400X175X16MM DQN-1990I1	PC	FERRAGEM	780779.jpeg
780780	PARAF ROSC DUPL 450X200X16MM DQN-1990 I2	PC	FERRAGEM	780780.jpeg
780781	PARAF ROSC DUPL 500X225X16MM DQN-1990 I3	PC	FERRAGEM	780781.jpeg
780782	PARAF ROSC DUPL 550X250X16MM DQN-1990 I4	PC	FERRAGEM DIVERSOS	780782.jpeg
780783	PARAF ROSC DUPL 600X275X16MM DQN-1990 I5	PC	FERRAGEM DIVERSOS	780783.jpeg
780784	PARAF ROSC  DUP AL 400X175X16MM DQN-1991	PC	MATERIAL GERAL	780784.jpeg
780785	PARAF ROSC DUP  AL 450X200X16MM DQN-1991	PC	MATERIAL GERAL	780785.jpeg
780786	PARAF ROSC DUP AL 500X225X16MM DQN-1991	PC	MATERIAL GERAL	780786.jpeg
780787	PARAF ROSC DUP AL 550X250X16MM DQN-1991	PC	MATERIAL GERAL	780787.jpeg
780788	PARAF ROSC DUP AL 600X275X16MM DQN-1991	PC	MATERIAL GERAL	780788.jpeg
780792	CHUMBADOR EXPANS,ROSCA M12X2,00,DQN2134	PC	MATERIAL GERAL	780792.jpeg
780801	CINTA POSTE CIRC.AL 160MM PM-1257 I2 R3	PC	MATERIAL GERAL	780801.jpeg
780801-3	CINTA POSTE CIRC.AL 160MM PM-1257 I2 R3	PC	FERRAGEM	780801-3.jpeg
780802	CINTA POSTE CIRC.AL 240MM PM-1257 I10 R3	PZ	FERRAGEM	780802.jpeg
780803	CINTA POSTE CIRC.AL 260MM PM-1257 I12 R3	PZ	FERRAGEM	780803.jpeg
780820	PINO-ISOLADOR PILAR-PM-1829 I2	PC	FERRAGEM	780820.jpeg
780859	ARRUELA,RED,AZ,36X3X18MM,D410.01.0	UN	FERRAGEM	780859.jpeg
780907	SELO,SEMI-BAR,SEXT/CAD,AMARELO,D19044	UN	MATERIAL DE SEGURANÇA	780907.jpeg
780908	SELO,SEMI-BAR,SEXT/CAD,LILAS,D19044	UN	MATERIAL DE SEGURANÇA	780908.jpeg
780929	PARAF.PHILLIPS,4,8X50MM,PMA-410.22.1	PC	FERRAGEM	780929.jpeg
780932	PORCA,OLHAL,AZ,M16X2,D410.39	UN	FERRAGEM	780932.jpeg
780938	BUCHA, NYLON, SEM PARAFUSO NR 8	UN	MATERIAL GERAL	780938.jpeg
781306	ALAVANCA,ACO,CILINDRICA,PONTA RETA-	UN	FERRAMENTAS	781306.jpeg
781309	CAIXA, FERRAMENTAS ELETRICISTA, TIP	UN	FERRAMENTAS	781309.jpeg
781451	DESCASCADOR DE CABO	UN	FERRAMENTAS	781451.jpeg
800215	ELO OLHAL-90º-AÇO FORJADO-RUPTURA 120 kN	PC	MATERIAL GERAL	800215.jpeg
800218	LUVA DE VAQUETA TAM. G,270x150MM	PAR	EPI/EPC	800218.jpeg
800219	LUVA DE VAQUETA TAM. M,225x130MM	PAR	EPI/EPC	800219.jpeg
800246	EMENDA P/CB POTÊNC.8,7/15KV,DED-1947 I.1	PC	CONECTORES	800246.jpeg
800248	ESPAÇADOR RC 15KVDED-1766 I3	PC	MATERIAL GERAL	800248.jpeg
800250	FITA,ABRAÇ.AÇO INOXDQN-1964 R1	MT	CABO ESPECIAL	800250.jpeg
800258	LAMINA DESLIGAD,TIPO C,15KV,300A-PM2228	PC	CHAVES	800258.jpeg
800264	CAIXA,PASS,CONC,1000X1100X1100MM,D31702	UN	DIVERSOS	800264.jpeg
800291	ESPUMA EXPANSIVA PU 500ML	UN	FERRAMENTAS	800291.jpeg
800457	CIMENTO	UN	PADRÃO	800457.jpeg
820089	TRANSFORMADOR, DISTRIBUICAO TRIFASICO 10	PC	TRANSFORMADORES NOVOS	820089.jpeg
820094	DISJUNT,TERMOMAG.DIV.TIPOS/CAPAC.INSERV	KG	MATERIAL GERAL	820094.jpeg
820098	FIO E CORDOALHA ACO DIVERSOS TIPOS - SUC	KG	COND.ALUM.NÚ.CAA.SUCATA [C/ALMA]	820098.jpeg
820102	FIO E CABO CU NU - DIV TIPOS - SUCATA	KG	COND.CU.NÚ.SUCATA	820102.jpeg
820103	FIO E CABO, AL NU C/ALMA ACO DIVERSOS TI	KG	COND.ALUM.NÚ.CAA.SUCATA [C/ALMA]	820103.jpeg
820104	FIO E CABO, COBRE ISOLADO-DIVERSOS TIPOS SUCATA	KG	COND.CU.ISOLADO.SUCATA	820104.jpeg
820106	SUCATA DE OUTROS	KG	SUCATA	820106.jpeg
820114	P.RAIOS,POLIM.OX.ZINC,120KV,CL-3,S/CONT.	PC	MATERIAL GERAL	820114.jpeg
820162	CILINDRO DE SEGURANÇA- CONFECC AÇO/COBRE	PC	MATERIAL GERAL	820162.jpeg
820167	PLACA MED 2 POS SMF ENCAP ALUM 776X30	PC	MEDIDOR	820167.jpeg
820485	BATERIA P/SE DIVERSOS TIPOS CAPAC-SUCATA	KG	DIVERSOS	820485.jpeg
820488	REGULADOR TENSAO-DIV TIPOS-SUCATA	PC	DIVERSOS	820488.jpeg
830104	CHAPA,CURVAAZ30X 5X14MMATERRD80020.2	UN	FERRAGEM	830104.jpeg
850008	CJ ATERR TEMP-SELA RD MT, SOLO,ET-HS-189	CJT	FERRAMENTAS	850008.jpeg
850009	CONJUNTO PROT. OPER.MOTOSSERRA,ET-HS-312	PC	FERRAMENTAS	850009.jpeg
850027	CJ ATERR TEMP-SELA,RD MT,ESCAD,ET-HS-189	EA	FERRAMENTAS	850027.jpeg
850028	ATERRAMENTO,RAP.,CUBÍC.,13,8KV,ET-HS-189	CDA	FERRAMENTAS	850028.jpeg
850029	CAPACETE,SEG.,FRO.,CL.B,BRANCO,ET-HS-311	UN	EPI/EPC	850029.jpeg
850030	CAPACETE, AF, CLASSE B, VERDE, ET-HS-311	UN	EPI/EPC	850030.jpeg
850031	CAPACETE, AF., CLASSE B, AZUL, ET-HS-311	UN	EPI/EPC	850031.jpeg
850032	MANGA, PROT, AT, CL4, PRETA, M,ET-HS-216	PAR	EPI/EPC	850032.jpeg
850033	MANGA ISOLANTE CLASSE 4-40KV	PAR	EPI/EPC	850033.jpeg
850034	MANGA PROT, AT, CL2, AMARELA,G,ET-HS-216	PAR	EPI/EPC	850034.jpeg
850035	LUVA SEG AT BOR,12,0" CL4 36KV,ET-HS-216	PAR	EPI/EPC	850035.jpeg
850036	LUVA SEG AT BOR 10,5" CL4 36KV,ET-HS-216	PAR	EPI/EPC	850036.jpeg
850037	LUVA ISOL.BORR,8" CL4 36KV,ET-HS-216	PAR	EPI/EPC	850037.jpeg
850038	LUVA SEG AT BOR,12,0" CL2 20KV,ET-HS-216	PAR	EPI/EPC	850038.jpeg
850039	LUVA SEG AT BOR,11,5" CL2 20KV,ET-HS-216	EA	EPI/EPC	850039.jpeg
850040	LUVA SEG AT BORR,8,5" CL2 20KV,ET-HS-216	PAR	EPI/EPC	850040.jpeg
850041	CONJ TRAB ALTURA LV TAM 2,ET-HS-128,KIT	UN	FERRAMENTAS	850041.jpeg
850042	CONJ TRAB ALTURA LV TAM 1,ET-HS-128,KIT	UN	EPI/EPC	850042.jpeg
850043	CAMISA,RETARDANTE-CHAMA,LONG XG,ET-HS-55	EA	UNIFORME	850043.jpeg
850044	CAMISA,RETARDANTE-CHAMA,LONG PP,ET-HS-55	EA	UNIFORME	850044.jpeg
850045	CALCA,RETARD-CHAMA, TAM XG(60), ET-HS-55	EA	UNIFORME	850045.jpeg
850075	LUVA DE VAQUETA, P, 225X120MM, ET-HS-218	PAR	EPI/EPC	850075.jpeg
850076	LUVA ISOL. BORR.,12", CL0, 1KV,ET-HS-216	PR	PADRÃO	850076.jpeg
850077	LUVA ISOL. BORR.,11,5",CL0,1KV,ET-HS-216	PAR	EPI/EPC	850077.jpeg
850078	LUVA ISOL. BORR.,11", CL0, 1KV,ET-HS-216	PAR	EPI/EPC	850078.jpeg
850079	DESCENSOR,AUTO BLOCANTE,9-13MM,ET-HS-128	EA	FERRAMENTAS	850079.jpeg
850080	LUVA ISOL. BORR.,8,5",CL0,1KV, ET-HS-216	PAR	EPI/EPC	850080.jpeg
850081	LUVA ISOL. BORR.,8", CL0, 1KV, ET-HS-216	PAR	EPI/EPC	850081.jpeg
850084	DETECTOR DE TENSAO USO PESSOAL,ET-HS-317	PC	EPI/EPC	850084.jpeg
850088	LUVA ISOL BORR 10,5" CL00 500V,ET-HS-216	PAR	EPI/EPC	850088.jpeg
850089	LUVA ISOL BORR, 10" CL00, 500V,ET-HS-216	PAR	EPI/EPC	850089.jpeg
850090	LUVA ISOL BORR 9,5" CL00, 500V,ET-HS-216	PAR	EPI/EPC	850090.jpeg
850094	LUVA SEG AT BOR, 8,5" CL4 36KV,ET-HS-216	PAR	EPI/EPC	850094.jpeg
850095	PERNEIRA DE SEGURANCA,C/ FIVELA,ET-HS-65	PAR	EPI/EPC	850095.jpeg
850096	LUVA DE SUEDINE,SEM COST,TAM.P,ET-HS-218	PAR	EPI/EPC	850096.jpeg
850097	CONJ.,CAPACETE+PROT FACIAL,BR, ET-HS-311	UN	EPI/EPC	850097.jpeg
850098	OCULOS,SEGURANCA,LENTE INCOLOR,ET-HS-130	UN	EPI/EPC	850098.jpeg
850099	OCULOS,SEG,LENTE CINZA,TON.3,0,ET-HS-130	UN	EPI/EPC	850099.jpeg
850100	OCULOS,SEG,LENTE CINZA,TON.2,0,ET-HS-130	PC	EPI/EPC	850100.jpeg
850103	DISPOSITIVO,(ICC)-CONJ,3 PEÇAS,ET-HS-128	UN	FERRAMENTAS	850103.jpeg
850104	ATERR,RAP,RD PR,3F,SOLO,SUBCJ1,ET-HS-189	UN	FERRAMENTAS	850104.jpeg
850153	SACOLA,LONA,VERDE, 40X70CM,26L,ET-HS-128	EA	FERRAMENTAS	850153.jpeg
850154	SACOLA, LONA, VERDE,30X48X60CM,ET-HS-128	EA	FERRAMENTAS	850154.jpeg
850156	TALABARTE,SIMPLES,TIPO I,DIEL.,ET-HS-128	PC	EPI/EPC	850156.jpeg
850158	MOSQUETAO,SERV,TP.PERA,3 TRAVA,ET-HS-128	CDA	FERRAMENTAS	850158.jpeg
850159	MOSQUETAO,SERV,TP.OVAL,3 TRAVA,ET-HS-128	EA	FERRAMENTAS	850159.jpeg
850173	BOTA-SEG-BORRACHA-PRETA-45-EMS05	PAR	EPI/EPC	850173.jpeg
850174	BOTA-SEG-BORRACHA-PRETA-44-EMS05	PAR	EPI/EPC	850174.jpeg
850175	BOTA-SEG-BORRACHA-PRETA-43-EMS05	PAR	EPI/EPC	850175.jpeg
850176	BOTA SEG BORRACHA PRETA/MARROM TAM 42	PAR	EPI/EPC	850176.jpeg
850177	BOTA SEG BORRACHA PRETA/MARROM TAM 41	PAR	EPI/EPC	850177.jpeg
850178	BOTA SEG BORRACHA PRETA/MARROM TAM 40	PAR	EPI/EPC	850178.jpeg
850179	BOTA,SEG,BORRACHA,PRETA,36,EMS05	PAR	EPI/EPC	850179.jpeg
850180	BOTA,SEG,BORRACHA,PRETA,37,EMS05	PAR	EPI/EPC	850180.jpeg
850181	BOTA,SEG,BORRACHA,PRETA,38,EMS05	PAR	EPI/EPC	850181.jpeg
850182	BOTA-SEG-BORRACHA-PRETA-39-EMS05	PAR	EPI/EPC	850182.jpeg
850190	LUVA VAQUETA-SEG COURO-PUNH CT-10-EMS28	PAR	EPI/EPC	850190.jpeg
850200	BOTA,SEG,COURO,SOLADO PU,PRETA,45,EMS06	PAR	EPI/EPC	850200.jpeg
850204	DETETOR,TENSAO100V-1KVSON/LUMINEMS-32 I	UN	FERRAMENTAS	850204.jpeg
850209	CAPACETE SEG.II ABA FRONTAL 38MM	PC	EPI/EPC	850209.jpeg
850211	ÓCULOS,SEG.C/LENTES INCOLORES-TAM.48	PC	EPI/EPC	850211.jpeg
850246	CABEÇOTE,ADAPTADORABRIR CHAVE/ICCEMS34	UN	FERRAMENTAS	850246.jpeg
850247	OCULOS,SEG,SOBREPOR,LENTE AMARELA,EMS33	PC	EPI/EPC	850247.jpeg
850253	BOTA,SEG,BORRACHA,PRETA,35,EMS05	PAR	EPI/EPC	850253.jpeg
850274	PROTETOR SOLAR LUVEX FPS 60-120G C/ REP.	UN	EPI/EPC	850274.jpeg
850296	CINTA ANCORAGEM REGULAVEL 30/120CM	UN	FERRAMENTAS	850296.jpeg
850312	CONJ PROT,CHUVA,JAQ+CAL,TAM G	CJT	EPI/EPC	850312.jpeg
850313	CONJ PROT,CHUVA,JA+CAL,TAM GG,HSE-19-129	CJT	EPI/EPC	850313.jpeg
850314	CONJ PROT,CHUVA,JAQ+CAL,TAM M,HSE-19-129	CJT	EPI/EPC	850314.jpeg
850315	CONJ PROT,CHUVA,JAQ+CAL,TAM P,HSE-19-129	CJT	EPI/EPC	850315.jpeg
850316	CONJ PROT,CHUVA,JAQ+CALTAM EG,HSE-19-129	CJT	EPI/EPC	850316.jpeg
850317	BANQUETA,ISOLANTE,FIBRA DE VIDRO ANTI-DE	UN	FERRAMENTAS	850317.jpeg
850318	CAIXA,PRIMEIROS SOCORROS-CONJ,TIPO 1	UN	EPI/EPC	850318.jpeg
850319	CALCA,RET-CHAMA,TAM PP(34-36),HSE-17-055	UN	UNIFORME	850319.jpeg
850320	CALÇA RETARDANTE ANTI CHAMA P	UN	UNIFORME	850320.jpeg
850321	CALÇA RETARDANTE ANTI CHAMA M	UN	UNIFORME	850321.jpeg
850322	CALÇA RETARDANTE ANTI CHAMA G	UN	UNIFORME	850322.jpeg
850323	CALÇA RETARDANTE ANTI CHAMA GG	UN	UNIFORME	850323.jpeg
850330	CAMISA,RET-CHAMA,LONG G(52-54)HSE-17-055	UN	UNIFORME	850330.jpeg
850331	CAMISA RETARDANTE ANTI CHAMA GG - XG	UN	UNIFORME	850331.jpeg
850332	CAMISA RETARDANTE ANTI CHAMA  M	UN	UNIFORME	850332.jpeg
850333	LENCOL, BORRACHA ISOLANTE, BT CLASS(USD)	UN	FERRAMENTAS	850333.jpeg
850336	CAMISA RETARDANTE ANTI CHAMA  P	UN	UNIFORME	850336.jpeg
850360	FURADEIRA,ELETRICA,PORTATIL,220V,40	UN	FERRAMENTAS	850360.jpeg
850377	BOTINA,COURO,C/CAD,N°46,HSE-19-0131-EDGO	UN	EPI/EPC	850377.jpeg
850378	TOUCA PROT BALACLAVA/2OR MALHA CRU TAM U	UN	EPI/EPC	850378.jpeg
850386	HASTE ATERRAMENTO GALVANIZADA, DED-1944	PC	FERRAGEM ESPECIAL	850386.jpeg
850387	HASTE ATERRAMENTO COBREADA, DED-1945 R.3	PC	FERRAGEM	850387.jpeg
850388	ETIQUETA IDENTIFICADORA N°0,DED-1862I1R2	PC	MATERIAL GERAL	850388.jpeg
850389	ETIQUETA IDENTIFICADORA N°1,DED-1862I2R2	PC	MATERIAL GERAL	850389.jpeg
850390	ETIQUETA IDENTIFICADORA N°2,PM-1862I3R3	PC	MATERIAL GERAL	850390.jpeg
850391	ETIQUETA IDENTIFICADORA N°3,DED-1862I4R2	PC	MATERIAL GERAL	850391.jpeg
850392	ETIQUETA IDENTIFICADORA N°4,DED-1862I5R2	PC	MATERIAL GERAL	850392.jpeg
850393	ETIQUETA IDENTIFICADORA N°5,DED-1862I6R2	PC	MATERIAL GERAL	850393.jpeg
850394	ETIQUETA IDENTIFICADORA N°6,DED-1862I7R2	PC	MATERIAL GERAL	850394.jpeg
850395	ETIQUETA IDENTIFICADORA N°7,DED-1862I8R2	PC	MATERIAL GERAL	850395.jpeg
850396	ETIQUETA IDENTIFICADORA N°8,DED-1862I9R2	PC	MATERIAL GERAL	850396.jpeg
850397	ETIQUETA IDENTIFICADORA N°9,DED1862I10R2	PC	MATERIAL GERAL	850397.jpeg
850412	SELO,SEGURTIPO II CINZA PM1992 I7 R7	PC	MATERIAL DE SEGURANÇA	850412.jpeg
850414	SELO-SEGUR-TIPO II- VERDE- PM1992 I9 R6	PC	MATERIAL DE SEGURANÇA	850414.jpeg
850415	PROTETOR FACIAL INCOLOR RISCO ELÉTRICO	PC	EPI/EPC	850415.jpeg
850444	TRAVA-QUEDA,P/CORDAS,TRAB ALT,HSE-19-128	UN	EPI/EPC	850444.jpeg
850445	PICARETA,SEM CABO,MARCA CLUCH	UN	FERRAMENTAS	850445.jpeg
850453	LUVA SEG AT BORR,9,0" CL2 17KV,HSE20-216	PAR	EPI/EPC	850453.jpeg
850454	LUVA SEG AT BORR,9,5" CL2 17KV,HSE20-216	PAR	EPI/EPC	850454.jpeg
850455	LUVA SEG AT BOR,10" CL2 17KV,HSE20-216	PAR	EPI/EPC	850455.jpeg
850459	CARNEIRA, REGULAVEL, P/CAPACETE V-G	UN	EPI/EPC	850459.jpeg
850463	BOLSA, GUARDA-LUVAS ISOLANTE LONA I	UN	FERRAMENTAS	850463.jpeg
850465	BALDE, LONA FIO 10 IMPERMEAVEL ALT	UN	FERRAMENTAS	850465.jpeg
850466	BOTINA,COURO,C/CAD,N°37,HSE-19-0131-EDGO	PAR	EPI/EPC	850466.jpeg
850467	BOTINA,COURO,C/CAD,N°38,HSE-19-0131-EDGO	PAR	EPI/EPC	850467.jpeg
850468	BOTINA,COURO,C/CAD,N°39,HSE-19-0131-EDGO	PAR	EPI/EPC	850468.jpeg
850469	BOTINA,COURO,C/CAD,N°40,HSE-19-0131-EDGO	PAR	EPI/EPC	850469.jpeg
850470	BOTINA,COURO,C/CAD N°42,HSE-19-0131-EDGO	PAR	EPI/EPC	850470.jpeg
850471	BOTINA,COURO,C/CAD,N°43,HSE-19-0131-EDGO	PAR	EPI/EPC	850471.jpeg
850472	CONE, SINALIZACAO, PVC FLEXIVEL LAR	UN	EPI/EPC	850472.jpeg
850473	PRENDEDOR, PARA UTILIZ EM COBERTURA	UN	EPI/EPC	850473.jpeg
850474	LUVA ISOL. BORR.,10",CL0, 1KV, ET-HS-216	PAR	EPI/EPC	850474.jpeg
850476	LUVA ISOL. BORR.,9", CL0, 1KV, ET-HS-216	UN	EPI/EPC	850476.jpeg
850478	LUVA ISOL. BORR.,10,5",CL0,1KV,ET-HS-216	UN	EPI/EPC	850478.jpeg
850485	PLACA, SINALIZACAO, FIBRA DE VIDRO,	UN	EPI/EPC	850485.jpeg
850487	CONE,SINALIZACAO,BORRAC,LJ/BR REFL,750MM	UN	EPI/EPC	850487.jpeg
850488	LUVA,PROTECAO COBERTURA,TAM. P	PAR	EPI/EPC	850488.jpeg
850490	LUVA,PROTECAO COBERTURA,TAM. G	PAR	EPI/EPC	850490.jpeg
850491	LUVA ISOL.BORR,10" CL4 36KV,ET-HS-216	UN	EPI/EPC	850491.jpeg
850492	BOLSA, PARA FERRAMENTAS, LONA VERDE	UN	FERRAMENTAS	850492.jpeg
850497	LUVA,PROTECAO COBERTURA,TAM. M	PAR	EPI/EPC	850497.jpeg
850498	BOTINA,COURO,C/CAD,N°44,HSE-19-0131-EDGO	PAR	EPI/EPC	850498.jpeg
850502	LUVA SEG AT BOR,10,5" CL2 17KV,HSE20-216	PAR	EPI/EPC	850502.jpeg
850508	LUVA ISOL.BORR,12" CL4 36KV,ET-HS-216	UN	EPI/EPC	850508.jpeg
850509	LUVA SEG AT BOR,9,0" CL4 36KV,HSE20-216	PAR	EPI/EPC	850509.jpeg
850510	LUVA SEG AT BOR,9,5" CL4 36KV,HSE20-216	PAR	EPI/EPC	850510.jpeg
850511	MACACAO, SEG. APICULTOR,TAM. G	CJT	EPI/EPC	850511.jpeg
850514	ATERRAMENTO RAPIDO, REDE SECUNDARIA FP	PC	FERRAMENTAS	850514.jpeg
850516	LONA,PLAST 2X2,EQ/FERR SOLO,LA/PR,HSE-19-128	M	EPI/EPC	850516.jpeg
850521	CORDA, SEGURANCA ESTATICA, POLIAMID	M	FERRAMENTAS	850521.jpeg
850522	MOSQUETAO,CINT.PQDT,PERA,3TRAV,ET-HS-128	UN	FERRAMENTAS	850522.jpeg
850523	TALABARTE,SEG,POSICIONAMENTO,HSE-19-128	UN	EPI/EPC	850523.jpeg
850525	CONJ,TRAB ALTURA,P/POSTES,N:1,HSE-19-128	CJT	EPI/EPC	850525.jpeg
850527	CONJ,TRAB ALTURA,P/POSTES,N:2,HSE-19-128	CJT	EPI/EPC	850527.jpeg
850528	LUVA ISOL.BORR,11" CL4 36KV,ET-HS-216	UN	EPI/EPC	850528.jpeg
850532	FITA, SINALIZACAO AREA, REFLETIVA 5	PC	EPI/EPC	850532.jpeg
850533	MANGA ISOLANTE CLASSE 4 - 40KV	PAR	EPI/EPC	850533.jpeg
850537	LUVA ISOL. BORR.,9,5",CL0,1KV, ET-HS-216	UN	EPI/EPC	850537.jpeg
850541	LUVA SEG AT BOR,11" CL2 17KV,HSE20-216	PAR	EPI/EPC	850541.jpeg
850542	LUVA, ISOLANTE, BORRACHA CL 1-AT US	PAR	EPI/EPC	850542.jpeg
850543	MANGA ISOLANTE DE BORRACHA CLASSE 2	UN	EPI/EPC	850543.jpeg
850545	MOSQUETAO,CINTURAO PQDT,TIPO D,ET-HS-128	PC	EPI/EPC	850545.jpeg
850546	MOSQUETAO,CINT.PQDT,PERA,3TRAV,ET-HS-128	EA	FERRAMENTAS	850546.jpeg
850547	GANCHO,P/CARRETILHA DUPLA ACAO,ET-HS-128	PC	EPI/EPC	850547.jpeg
850548	FITA,ANCORAGEM,TRANSPOSIC,1,5M,ET-HS-128	UN	EPI/EPC	850548.jpeg
850549	FITA,ANCORAGEM,TRANSPOSIC,1,2M,ET-HS-128	UN	EPI/EPC	850549.jpeg
850550	FITA,ANCORAGEM,ABSOR,1,2M,25KN,ET-HS-128	UN	EPI/EPC	850550.jpeg
850551	FITA,ANCORAG,ANEL C/OLHAL,2,0M,ET-HS-128	UN	EPI/EPC	850551.jpeg
850552	FITA,ANCORAG,ANEL C/OLHAL,1,5M,ET-HS-128	UN	EPI/EPC	850552.jpeg
850553	DISPOSITIVO,ANCORAGEM,FECH,PEQ,ET-HS-128	EA	FERRAMENTAS	850553.jpeg
850554	DISPOSITIVO,ANCORAG.FECH,MÉDIO,ET-HS-128	EA	FERRAMENTAS	850554.jpeg
850557	CORDA,P/CARRETIL,25M,12MM,ANEL,ET-HS-128	UN	EPI/EPC	850557.jpeg
850559	CINTURAO,SEG,PQDT,LINHAVIVA,N2,ET-HS-128	PC	EPI/EPC	850559.jpeg
850560	CINTURAO,SEG,PQDT,LINHAVIVA,N1,ET-HS-128	PC	EPI/EPC	850560.jpeg
850561	CINTURAO,SEG TIP PARA-QUED,N1, ET-HS-128	PC	EPI/EPC	850561.jpeg
850562	CARRETILHA,DUPLA ACAO,C/ CORDA,ET-HS-128	PC	EPI/EPC	850562.jpeg
850563	AGULHÃO P/ ANCOR.LINHA DE VIDA,ET-HS-128	PC	EPI/EPC	850563.jpeg
850565	LUVA DE TATO, TAMANHO M, 6 KGF,ET-HS-218	PAR	EPI/EPC	850565.jpeg
850566	LUVA DE SUEDINE,SEM COST,TAM.G,ET-HS-218	PAR	EPI/EPC	850566.jpeg
850567	LUVA DE TATO, TAMANHO P, 6 KGF,ET-HS-218	PR	PADRÃO	850567.jpeg
850568	LUVA DE SUEDINE,SEM COST,TAM.M,ET-HS-218	PAR	EPI/EPC	850568.jpeg
850602	ATERRAMENTO,RAPID,RD COMPACT,HSE-19-0189	CJT	FERRAMENTAS	850602.jpeg
850603	ATERRAMENTO,RAPID,RD PR TRIF,HSE-19-0189	CJT	FERRAMENTAS	850603.jpeg
850611	HASTE ATERRAMENTO-ACO CU-5/8POL-PM1945I2	PC	FERRAGEM	850611.jpeg
850632	BOTA SEG. DE COURO SOLADO PU PRETA - 35 SEM	PAR	EPI/EPC	850632.jpeg
850634	AVISO DE RISCO ELETRICODQN-2155 R2	PC	MATERIAL GERAL	850634.jpeg
850635	AVISO DE PERIGO DE VIDA 	PC	MATERIAL GERAL	850635.jpeg
850638	CINTA,ANCORAGEMPOLIESTER 550MMEMS34	UN	FERRAMENTAS	850638.jpeg
850639	CINTA,ANCORAGEMPOLIESTER2000MMEMS34	UN	EPI/EPC	850639.jpeg
850640	CINTA,ANCORAGEMPOLIESTER1500MMEMS34	UN	FERRAMENTAS	850640.jpeg
850646	BANDEIROLA SINAL.VINIL VERMELHA C/ BOTÃO	UN	FERRAMENTAS	850646.jpeg
850659	DESCENSOR CORD BLOC ALUM 9-11MM 150KGF	UN	DIVERSOS	850659.jpeg
850675	SERROTE, PARA MADEIRA, 600 MM-24 PO	UN	FERRAMENTAS	850675.jpeg
850676	LONA,PLASTICA,PARA ACONDICIONAMENTO DE E	UN	FERRAMENTAS	850676.jpeg
